current_credits,total_credits,current_gpa,target_gpa,num_2_credit,num_3_credit,final_gpa
73,120,3.88,3.95,7,11,4.0
97,120,2.82,3.05,2,6,2.92
41,120,3.88,3.94,6,22,4.0
93,120,2.21,2.75,10,2,2.55
68,120,3.09,3.61,9,11,3.53
89,120,1.83,3.01,2,9,2.24
43,120,1.52,1.62,22,11,1.63
38,120,3.07,3.46,14,18,3.16
56,120,2.03,3.89,5,18,3.09
79,120,2.01,3.36,11,6,2.63
75,120,1.94,3.53,12,7,2.92
37,120,1.53,2.08,13,19,1.72
59,120,2.31,3.6,29,1,2.83
69,120,3.27,3.55,7,12,3.42
75,120,3.7,3.92,1,14,3.62
110,120,3.6,3.87,0,3,3.56
80,120,2.03,2.72,9,7,2.21
69,120,2.48,2.69,0,17,2.71
89,120,2.65,2.83,9,4,2.76
48,120,2.55,2.74,30,4,2.68
64,120,2.41,3.7,28,0,2.94
92,120,1.94,2.96,14,0,2.46
59,120,2.61,3.71,6,16,3.18
70,120,3.2,3.42,16,6,3.31
89,120,2.89,3.09,6,6,2.89
68,120,2.95,2.96,15,7,2.82
97,120,2.83,3.69,8,2,3.25
105,120,3.61,3.74,1,4,3.86
31,120,3.88,3.99,23,14,4.0
52,120,3.19,3.48,23,7,3.21
89,120,3.05,3.79,15,0,3.41
112,120,3.21,3.35,2,1,3.2
114,120,2.84,3.55,1,1,3.36
57,120,2.57,2.76,18,9,2.54
61,120,3.35,3.97,8,14,3.49
84,120,3.0,3.44,9,6,3.33
36,120,2.37,3.48,30,8,2.77
49,120,1.99,2.98,11,16,2.49
105,120,2.75,2.85,1,4,2.65
88,120,2.92,3.92,16,0,3.34
113,120,2.93,3.91,3,0,3.28
45,120,2.89,2.99,33,3,3.13
47,120,3.63,3.88,26,7,3.75
108,120,3.11,3.97,4,1,3.58
76,120,3.18,3.62,2,13,3.56
94,120,2.76,3.06,1,8,3.11
66,120,2.27,3.84,27,0,3.25
55,120,3.35,3.87,5,18,3.65
87,120,1.68,3.7,13,2,2.55
63,120,3.26,3.45,10,12,3.27
57,120,3.08,3.82,10,14,3.37
37,120,3.89,3.92,5,24,4.0
59,120,2.8,3.48,21,6,3.31
30,120,3.85,3.88,24,14,4.0
31,120,3.54,3.97,25,13,3.8
92,120,3.11,3.32,2,8,3.33
35,120,2.91,3.81,20,15,3.55
87,120,1.65,2.26,3,9,2.02
38,120,2.19,2.26,14,18,2.26
94,120,3.41,3.92,13,0,3.7
70,120,2.15,2.73,13,8,2.5
73,120,2.02,3.22,23,0,2.52
82,120,2.42,3.73,11,5,3.27
90,120,2.99,3.27,0,10,2.93
92,120,3.75,3.81,0,9,3.71
93,120,3.8,3.88,9,3,3.65
97,120,1.97,3.1,7,3,2.47
32,120,1.94,2.55,12,21,2.07
49,120,2.63,3.52,2,22,3.26
35,120,3.59,3.65,26,11,3.68
84,120,1.79,3.31,10,5,2.62
50,120,2.11,2.76,2,22,2.37
59,120,3.71,3.95,14,11,3.81
61,120,3.8,3.93,25,3,3.68
37,120,2.24,3.35,29,8,2.99
102,120,2.23,3.7,9,0,3.0
109,120,1.81,3.68,4,1,2.86
68,120,1.64,3.88,26,0,2.72
34,120,3.04,3.69,23,13,3.19
89,120,3.85,3.97,2,9,3.92
93,120,3.18,3.46,7,4,3.2
49,120,1.82,3.85,22,9,2.98
101,120,2.22,2.5,2,5,2.48
70,120,2.28,3.47,7,12,2.77
40,120,1.52,1.66,32,5,1.46
84,120,3.87,3.88,6,8,3.98
67,120,3.34,3.46,14,8,3.44
43,120,3.24,3.96,28,7,3.61
80,120,2.61,3.45,9,7,2.98
68,120,3.04,3.65,24,1,3.48
71,120,2.55,2.83,5,13,2.59
82,120,3.6,3.97,13,4,3.66
115,120,3.66,3.85,1,1,3.6
37,120,2.79,3.62,1,27,3.26
53,120,2.96,3.08,0,22,3.18
39,120,3.82,3.99,36,3,4.0
70,120,3.07,3.64,11,9,3.4
90,120,3.24,3.78,9,4,3.49
71,120,3.33,3.92,3,14,3.6
68,120,3.44,3.98,3,15,3.83
59,120,3.42,3.57,0,20,3.5
92,120,2.07,3.59,11,2,2.95
46,120,2.38,2.93,14,15,2.56
51,120,3.28,3.93,18,11,3.46
40,120,2.46,3.06,40,0,2.74
35,120,2.46,2.79,11,21,2.7
65,120,3.41,3.79,21,4,3.68
100,120,1.57,3.75,1,6,2.6
58,120,2.27,3.24,13,12,2.91
77,120,3.26,3.5,18,2,3.43
38,120,1.64,2.94,24,11,2.17
47,120,1.71,2.06,33,2,1.7
115,120,3.44,3.95,2,0,3.8
86,120,2.38,3.52,14,2,2.77
76,120,3.79,3.85,5,11,3.87
84,120,2.99,3.14,3,10,2.96
57,120,2.54,3.5,4,18,3.02
61,120,1.61,3.74,2,18,2.63
105,120,2.68,3.68,7,0,3.0
69,120,1.63,2.88,15,7,2.2
70,120,3.77,3.95,16,6,3.84
86,120,3.65,3.95,6,7,3.61
77,120,1.55,1.99,15,4,1.59
46,120,2.46,2.82,4,22,2.59
44,120,2.66,3.17,24,9,3.01
100,120,2.56,3.69,5,3,3.28
87,120,2.01,3.17,4,8,2.51
80,120,3.89,3.95,3,11,4.0
52,120,2.31,2.93,8,17,2.54
59,120,2.9,3.26,27,2,3.18
81,120,3.05,3.58,6,9,3.51
106,120,2.66,3.99,7,0,3.33
67,120,3.56,3.78,17,6,3.55
32,120,2.53,2.7,6,25,2.7
97,120,2.47,2.99,11,0,2.72
32,120,3.17,3.97,29,10,3.77
106,120,1.76,1.88,7,0,1.83
95,120,3.8,3.84,3,6,3.69
114,120,3.18,3.54,3,0,3.42
47,120,3.05,3.74,20,11,3.25
99,120,2.03,3.83,0,7,2.76
48,120,2.49,3.82,1,23,3.0
78,120,1.83,2.98,19,1,2.32
81,120,3.42,3.98,15,3,3.85
101,120,2.6,3.23,0,6,2.87
115,120,3.31,3.35,1,1,3.15
93,120,3.53,3.84,7,4,3.74
33,120,2.07,2.7,28,10,2.38
57,120,3.34,3.94,19,8,3.46
55,120,1.63,1.78,28,3,1.51
113,120,3.27,3.51,0,2,3.2
42,120,2.5,3.22,3,24,3.0
83,120,1.9,2.16,2,11,2.19
40,120,2.4,3.83,17,15,3.1
77,120,1.77,1.95,0,14,1.74
68,120,2.24,3.08,2,16,2.61
76,120,3.01,3.73,4,12,3.31
105,120,3.57,3.75,6,1,3.82
97,120,2.95,3.31,1,7,3.08
43,120,1.51,2.1,10,19,1.68
48,120,2.52,3.07,28,5,2.66
101,120,1.57,1.87,0,6,1.78
68,120,3.62,3.7,18,5,3.61
94,120,2.67,2.71,5,5,2.81
82,120,2.69,3.97,17,1,3.32
85,120,2.86,3.02,5,8,2.81
81,120,2.5,2.73,9,7,2.47
43,120,3.47,3.67,5,22,3.47
105,120,3.73,3.99,3,3,3.87
45,120,2.45,3.67,3,23,3.14
110,120,1.84,2.14,0,3,1.88
67,120,2.66,3.27,13,9,2.85
36,120,3.05,3.94,15,18,3.48
41,120,3.38,3.67,20,13,3.62
110,120,1.56,3.62,3,1,2.48
71,120,3.56,3.58,21,2,3.71
88,120,3.64,3.74,16,0,3.5
43,120,2.74,3.94,14,16,3.21
91,120,1.89,3.83,2,8,2.87
100,120,2.29,2.58,10,0,2.6
57,120,3.83,3.86,30,1,3.87
85,120,3.1,3.58,11,4,3.31
40,120,1.73,2.63,11,19,2.01
63,120,1.69,1.69,27,1,1.79
66,120,3.5,3.72,4,15,3.77
40,120,3.4,3.95,11,19,3.69
59,120,3.21,3.24,8,15,3.39
58,120,3.82,3.85,29,1,3.71
91,120,3.54,3.63,8,4,3.44
52,120,2.1,3.04,2,21,2.38
74,120,2.09,2.98,14,6,2.55
39,120,2.27,3.33,19,14,2.69
112,120,1.7,3.45,1,2,2.72
110,120,1.56,2.24,2,2,1.84
71,120,2.59,3.86,2,15,3.36
84,120,2.79,3.07,13,3,2.84
72,120,2.53,3.05,13,7,2.88
86,120,3.5,3.99,3,9,3.66
94,120,3.25,3.96,4,6,3.66
37,120,3.05,3.19,11,20,3.26
72,120,3.13,3.52,9,10,3.38
56,120,1.99,2.85,14,12,2.3
111,120,2.17,2.47,3,1,2.42
96,120,2.55,3.21,3,6,2.85
104,120,1.54,2.76,8,0,2.32
85,120,3.86,3.94,4,9,3.94
107,120,2.25,2.66,5,1,2.33
95,120,1.92,3.61,12,0,2.7
35,120,3.05,3.13,30,8,3.17
56,120,1.78,3.26,3,19,2.47
99,120,1.63,2.19,9,1,1.74
102,120,2.21,3.39,0,6,2.74
40,120,3.77,3.82,4,24,3.88
70,120,2.62,3.84,22,2,3.1
100,120,2.46,3.09,4,4,2.97
74,120,3.56,3.64,14,6,3.63
105,120,2.44,3.22,0,5,3.02
39,120,1.95,3.39,28,8,2.71
62,120,2.91,3.64,18,7,3.24
82,120,2.99,3.68,19,0,3.5
76,120,3.6,3.76,11,7,3.6
101,120,3.2,3.53,0,6,3.55
45,120,2.15,3.78,30,5,2.84
87,120,1.61,2.01,1,10,2.0
98,120,2.4,2.57,6,3,2.4
81,120,3.5,3.7,15,3,3.75
43,120,3.54,3.56,28,7,3.73
108,120,2.1,3.47,4,1,2.9
30,120,1.78,3.0,22,15,2.43
111,120,2.92,3.52,0,3,3.15
90,120,2.99,3.65,1,9,3.21
80,120,3.4,3.45,8,8,3.58
51,120,3.67,3.77,7,18,3.63
68,120,2.85,3.52,14,8,3.22
101,120,3.01,3.48,6,2,3.22
81,120,3.4,3.48,13,4,3.47
71,120,3.7,3.85,23,1,3.91
63,120,3.67,3.8,18,7,3.63
114,120,3.88,3.89,3,0,3.89
40,120,3.28,3.98,5,23,3.76
111,120,2.17,3.83,1,2,3.03
55,120,2.8,3.81,22,7,3.2
48,120,3.5,3.82,28,5,3.69
78,120,3.55,3.83,0,14,3.88
85,120,3.03,3.6,17,0,3.27
60,120,3.82,3.99,19,7,3.89
57,120,3.65,3.94,4,18,3.66
99,120,3.85,3.9,7,2,4.0
50,120,2.92,3.28,5,20,3.17
33,120,1.52,2.32,4,26,1.82
56,120,1.79,3.27,3,19,2.4
102,120,3.53,3.93,4,3,3.77
89,120,1.87,3.57,12,2,2.82
37,120,1.78,3.04,19,15,2.48
54,120,3.37,3.75,6,18,3.5
115,120,1.62,1.81,1,1,1.85
94,120,2.6,2.87,13,0,2.7
30,120,2.17,3.21,37,5,2.65
104,120,2.2,3.49,0,5,2.85
52,120,3.59,3.72,10,16,3.58
45,120,2.63,2.63,30,5,2.54
95,120,2.31,2.45,11,1,2.24
37,120,2.53,3.95,29,8,3.05
86,120,1.52,2.52,6,7,1.87
114,120,2.16,2.78,3,0,2.48
73,120,2.04,2.75,8,10,2.39
101,120,3.45,3.47,3,4,3.47
64,120,3.88,3.97,16,8,3.74
31,120,1.88,2.71,19,17,2.41
109,120,3.49,4.0,1,3,3.64
59,120,2.65,3.43,14,11,3.06
109,120,2.88,3.55,1,3,3.27
53,120,3.31,3.51,15,12,3.33
38,120,2.15,2.97,39,1,2.45
103,120,3.6,3.78,5,2,3.89
30,120,3.38,3.98,12,22,3.57
73,120,2.56,2.7,16,5,2.57
52,120,3.78,3.97,14,13,3.73
72,120,2.8,3.31,16,5,2.98
87,120,3.81,3.96,3,9,3.95
115,120,2.7,3.78,2,0,3.26
107,120,3.75,3.75,5,1,3.85
113,120,2.04,2.66,3,0,2.23
115,120,1.97,3.3,1,1,2.59
107,120,2.48,3.21,5,1,2.68
57,120,3.33,3.88,31,0,3.67
61,120,2.09,2.69,28,1,2.52
38,120,3.62,3.75,23,12,3.86
111,120,2.54,3.53,0,3,3.01
98,120,2.25,3.4,0,7,2.84
62,120,1.77,3.45,3,17,2.53
81,120,1.89,3.7,3,11,2.84
69,120,2.75,2.9,10,10,2.82
79,120,2.29,2.6,20,0,2.63
103,120,2.4,3.72,5,2,3.05
43,120,3.73,3.93,16,15,3.8
65,120,1.72,1.92,5,15,1.89
82,120,3.66,3.88,7,8,3.57
87,120,2.25,3.19,1,10,2.6
42,120,2.14,2.87,12,18,2.31
94,120,2.96,3.63,13,0,3.3
49,120,3.67,3.8,4,21,3.59
33,120,2.0,3.1,6,25,2.72
68,120,2.21,2.3,15,7,2.37
72,120,3.83,3.83,18,4,3.75
62,120,1.9,2.96,18,7,2.46
40,120,3.12,3.7,20,13,3.52
42,120,2.5,3.18,0,26,2.81
94,120,2.23,2.67,10,2,2.63
35,120,3.67,3.86,15,18,3.68
32,120,3.52,3.66,8,24,3.47
70,120,3.15,3.59,13,8,3.32
44,120,2.63,3.93,14,16,3.46
73,120,3.54,3.86,10,9,3.9
53,120,2.1,3.11,12,14,2.75
113,120,1.76,3.17,0,2,2.5
86,120,2.99,3.25,0,11,3.06
105,120,2.03,3.98,1,4,3.03
106,120,2.77,3.55,1,4,3.01
97,120,1.53,2.58,11,0,1.93
71,120,3.78,3.95,17,5,3.72
56,120,2.72,3.81,27,3,3.39
81,120,2.04,2.34,3,11,1.99
87,120,3.03,3.78,6,7,3.41
31,120,3.46,3.92,43,1,3.73
36,120,1.91,2.48,42,0,2.37
42,120,2.14,3.44,15,16,2.77
46,120,2.64,2.64,8,19,2.71
51,120,2.85,3.06,28,4,3.14
61,120,2.94,3.36,10,13,3.3
73,120,3.12,3.96,16,5,3.51
38,120,3.63,3.98,32,6,3.7
110,120,2.81,3.57,0,3,3.04
74,120,3.37,4.0,2,14,3.85
34,120,2.45,2.93,28,10,2.59
104,120,3.39,3.84,6,1,3.77
35,120,3.41,3.52,0,28,3.5
110,120,2.32,2.66,3,1,2.34
96,120,3.18,3.75,9,2,3.58
84,120,1.54,1.58,13,3,1.68
61,120,2.72,2.79,17,8,2.94
31,120,2.5,3.24,14,20,3.0
114,120,2.23,3.32,0,2,2.68
37,120,2.82,2.87,20,14,2.89
39,120,2.02,3.11,9,21,2.47
46,120,3.56,3.59,31,4,3.71
69,120,3.69,3.76,25,0,3.57
40,120,2.12,2.93,28,8,2.45
107,120,2.74,2.9,2,3,2.66
57,120,2.4,3.89,12,13,3.3
113,120,2.18,2.71,0,2,2.39
81,120,2.33,3.74,16,2,2.86
72,120,2.65,3.78,13,7,3.16
106,120,1.57,1.7,1,4,1.76
34,120,2.85,3.25,34,6,3.06
96,120,2.44,3.63,10,1,2.84
30,120,2.96,3.54,16,19,3.4
31,120,3.83,3.85,35,6,3.65
77,120,3.04,3.93,9,8,3.49
39,120,3.77,3.9,3,25,3.86
43,120,2.27,3.69,13,17,3.0
110,120,2.68,3.01,0,3,2.84
91,120,2.53,2.73,13,1,2.59
42,120,3.46,3.68,12,18,3.76
66,120,1.71,2.09,12,10,1.91
49,120,1.6,2.94,13,15,2.27
109,120,3.41,3.5,4,1,3.53
58,120,3.63,3.73,28,2,3.55
78,120,2.85,3.39,7,9,3.16
73,120,3.81,3.93,10,9,3.86
114,120,3.73,3.77,0,2,3.94
91,120,3.62,3.63,11,2,3.79
78,120,3.76,3.85,3,12,3.75
94,120,1.5,1.67,2,7,1.5
75,120,1.71,3.06,3,13,2.57
38,120,1.97,2.16,29,8,2.1
94,120,2.42,2.88,8,3,2.59
69,120,3.03,3.2,9,11,3.08
38,120,2.93,3.87,20,14,3.51
114,120,2.0,3.27,0,2,2.83
40,120,2.13,3.96,34,4,2.95
95,120,1.59,2.48,12,0,2.13
70,120,3.37,3.58,8,11,3.49
101,120,1.65,3.94,6,2,2.62
43,120,1.68,2.08,25,9,1.79
97,120,3.41,3.62,11,0,3.68
55,120,3.88,3.97,17,10,3.88
70,120,2.04,2.33,10,10,2.27
44,120,2.94,3.01,35,2,3.06
78,120,3.22,3.7,6,10,3.27
58,120,1.78,2.35,26,3,2.13
40,120,2.43,3.36,20,13,2.74
93,120,2.61,2.63,0,9,2.65
91,120,3.46,3.98,11,2,3.8
32,120,2.99,3.45,42,1,3.34
113,120,3.53,3.91,2,1,3.77
68,120,2.52,3.73,24,1,2.97
113,120,2.58,2.74,0,2,2.66
76,120,2.33,2.62,8,9,2.61
32,120,3.76,3.96,8,24,3.94
52,120,3.21,3.55,26,5,3.22
41,120,3.02,3.81,23,11,3.34
42,120,3.7,3.72,19,13,3.7
82,120,2.88,3.36,11,5,3.05
51,120,1.65,2.62,28,4,2.09
81,120,2.45,3.05,10,6,2.56
36,120,3.66,3.97,7,23,3.91
65,120,2.84,3.26,23,3,2.95
70,120,2.98,3.19,2,15,3.02
61,120,2.51,2.99,28,1,2.75
41,120,3.36,3.48,32,5,3.27
37,120,2.73,3.51,5,24,3.26
67,120,2.4,3.1,22,3,2.58
68,120,3.38,3.74,3,15,3.39
45,120,3.88,3.92,34,2,4.0
71,120,1.88,3.86,0,16,2.93
111,120,3.68,3.73,3,1,3.81
68,120,2.34,3.29,5,14,3.0
45,120,1.82,1.87,10,18,1.72
91,120,3.12,3.7,2,8,3.54
39,120,2.73,2.98,10,20,3.05
54,120,1.95,2.67,9,16,2.21
65,120,3.14,3.95,0,18,3.54
94,120,2.39,3.32,1,8,2.66
88,120,1.64,3.91,8,5,2.7
79,120,3.42,3.71,7,9,3.44
106,120,3.0,3.42,7,0,3.09
34,120,3.44,3.73,16,18,3.54
92,120,3.5,3.65,14,0,3.77
72,120,2.91,3.86,18,4,3.19
99,120,1.56,3.47,0,7,2.5
110,120,3.3,3.83,3,1,3.72
51,120,3.7,3.79,19,10,3.81
108,120,2.91,3.53,4,1,3.42
63,120,1.58,3.61,18,7,2.54
43,120,3.54,3.96,29,6,3.8
83,120,1.87,3.29,17,1,2.54
66,120,3.86,3.95,27,0,3.94
62,120,2.44,3.85,6,15,3.34
71,120,3.85,3.89,24,0,4.0
47,120,3.51,3.7,9,18,3.5
69,120,3.48,3.48,19,4,3.65
90,120,2.47,3.47,4,7,3.01
67,120,1.91,3.28,25,1,2.48
49,120,3.42,3.89,29,4,3.65
81,120,2.51,3.39,1,12,2.83
96,120,3.15,3.69,0,8,3.35
91,120,2.32,2.93,11,2,2.73
60,120,2.67,3.96,19,7,3.49
73,120,1.93,3.32,1,15,2.77
111,120,2.35,3.4,3,1,2.99
64,120,3.39,3.6,8,13,3.3
90,120,3.61,3.89,9,4,3.63
83,120,2.27,3.28,0,12,2.95
57,120,2.37,3.52,15,11,3.08
93,120,2.89,3.28,10,2,2.93
58,120,2.44,2.5,23,5,2.58
35,120,1.97,1.97,21,14,2.12
111,120,2.6,3.15,3,1,2.75
115,120,2.04,2.71,1,1,2.26
101,120,3.11,3.13,2,5,3.06
48,120,2.85,3.4,13,15,3.14
72,120,3.35,3.43,13,7,3.32
54,120,3.28,3.9,28,3,3.67
38,120,1.66,2.13,36,3,1.78
53,120,2.01,2.3,26,5,1.99
101,120,2.98,3.57,2,5,3.13
30,120,3.65,3.89,45,0,3.86
77,120,2.57,2.58,2,13,2.45
46,120,1.68,2.37,10,18,2.05
52,120,2.2,3.11,16,12,2.64
82,120,2.83,2.93,16,2,3.07
55,120,1.52,1.83,26,4,1.65
42,120,3.28,3.89,27,8,3.52
111,120,3.74,3.91,0,3,3.65
72,120,3.39,3.46,3,14,3.62
64,120,2.73,3.79,20,5,3.27
61,120,3.18,3.33,4,17,3.34
87,120,2.13,3.49,0,11,2.8
46,120,3.07,3.14,32,3,3.02
106,120,1.67,3.89,2,3,2.73
86,120,1.92,3.75,11,4,2.8
110,120,2.01,3.8,2,2,3.0
50,120,3.01,3.54,0,23,3.24
84,120,3.74,3.8,18,0,3.61
62,120,3.12,3.76,0,19,3.34
96,120,3.77,3.82,12,0,3.7
58,120,2.54,3.13,23,5,3.0
42,120,1.97,2.22,27,8,2.22
66,120,2.44,2.94,6,14,2.81
90,120,2.69,3.9,12,2,3.25
42,120,2.83,3.2,34,3,3.07
83,120,1.71,1.97,17,1,1.7
75,120,3.63,4.0,9,9,3.94
106,120,3.64,3.68,7,0,3.6
75,120,1.7,3.4,6,11,2.64
74,120,3.4,3.95,9,9,3.83
84,120,2.54,2.97,15,2,2.62
46,120,1.65,2.13,34,2,2.02
36,120,3.71,3.82,19,15,3.68
71,120,2.79,3.32,3,14,3.17
79,120,2.46,3.26,11,6,2.84
94,120,3.8,3.95,10,2,3.93
70,120,3.69,3.7,8,11,3.63
112,120,2.84,3.55,2,1,3.31
34,120,1.8,2.33,8,23,1.93
72,120,1.74,1.96,10,9,1.74
88,120,3.32,3.67,14,1,3.49
57,120,1.55,2.91,15,11,2.11
44,120,2.38,3.18,29,6,2.61
110,120,2.85,3.68,2,2,3.45
93,120,1.84,2.06,1,8,2.08
62,120,2.02,2.47,11,12,2.24
83,120,2.87,3.95,17,1,3.42
71,120,3.36,3.4,12,8,3.25
44,120,1.89,2.31,21,11,1.95
56,120,1.5,2.1,12,13,1.81
38,120,3.74,3.82,12,19,3.94
91,120,3.61,3.85,14,0,3.93
51,120,1.68,3.36,7,18,2.7
89,120,3.62,3.67,0,10,3.78
109,120,3.46,3.5,4,1,3.57
70,120,3.58,3.8,23,1,3.65
65,120,3.61,3.95,18,6,3.64
103,120,2.23,3.92,2,4,2.9
62,120,2.86,3.0,6,15,2.81
109,120,2.79,3.61,4,1,3.26
31,120,3.42,3.82,35,6,3.68
97,120,2.24,3.24,7,3,2.7
65,120,3.06,3.71,0,18,3.31
32,120,3.17,3.37,6,25,3.24
55,120,3.36,3.77,16,11,3.76
98,120,2.16,2.72,6,3,2.37
77,120,3.68,3.89,17,3,3.83
35,120,2.39,3.86,29,9,3.2
97,120,1.93,3.15,2,6,2.73
87,120,3.6,3.63,15,1,3.61
58,120,1.67,3.45,20,7,2.38
51,120,1.83,2.04,19,10,1.76
105,120,3.21,3.27,7,0,3.16
40,120,3.02,3.17,25,10,3.09
88,120,1.67,1.95,14,1,1.79
55,120,3.11,3.23,5,18,2.98
90,120,2.86,3.63,6,6,3.43
73,120,3.84,3.84,19,3,3.74
58,120,1.86,3.83,31,0,2.79
77,120,3.14,3.82,6,10,3.33
71,120,2.9,3.7,21,2,3.3
106,120,2.47,2.75,1,4,2.62
104,120,3.23,3.57,0,5,3.52
77,120,3.5,3.97,5,11,3.87
61,120,2.8,3.34,17,8,2.94
92,120,2.43,2.56,3,7,2.62
94,120,2.38,3.32,2,7,2.9
44,120,2.84,3.43,32,4,3.0
91,120,1.69,2.78,1,9,2.14
72,120,3.41,3.77,18,4,3.77
69,120,2.86,4.0,16,6,3.33
83,120,3.37,3.83,0,12,3.62
112,120,1.66,2.23,1,2,1.82
51,120,1.99,3.26,4,20,2.46
81,120,2.89,3.31,6,9,3.12
48,120,2.96,3.22,10,17,3.26
49,120,3.51,3.96,7,19,3.78
55,120,1.75,3.36,26,4,2.45
109,120,3.27,3.68,5,0,3.55
56,120,2.76,3.53,21,7,2.95
37,120,2.29,3.54,11,20,2.75
62,120,2.03,3.47,21,5,2.73
74,120,2.2,3.07,5,12,2.83
83,120,3.12,3.4,18,0,3.3
90,120,2.96,3.56,6,6,3.08
55,120,2.01,2.3,11,14,2.25
32,120,1.9,3.17,18,17,2.6
65,120,3.89,3.96,2,17,3.85
34,120,1.74,2.58,14,19,2.17
52,120,3.21,3.63,20,9,3.26
49,120,2.19,3.06,29,4,2.82
105,120,3.72,3.75,6,1,3.58
100,120,3.86,3.96,5,3,3.75
31,120,3.51,3.84,29,10,3.55
85,120,1.94,3.12,13,3,2.45
107,120,2.63,2.67,0,4,2.53
114,120,3.88,3.95,3,0,4.0
57,120,3.06,3.31,22,6,3.07
70,120,2.72,3.13,13,8,2.97
35,120,1.87,1.88,3,26,1.95
45,120,2.35,3.64,22,10,2.95
56,120,2.74,3.74,8,16,3.16
37,120,2.24,3.94,31,7,3.01
113,120,1.83,3.69,2,1,2.66
45,120,1.71,2.43,1,24,2.09
95,120,3.61,3.7,8,3,3.75
38,120,1.9,3.01,32,6,2.3
30,120,3.63,3.71,31,9,3.55
92,120,3.77,3.9,6,5,3.93
55,120,2.06,2.39,14,12,2.36
38,120,2.47,3.52,24,11,3.14
67,120,2.36,3.61,4,15,3.01
69,120,3.32,3.6,10,10,3.32
36,120,2.71,3.16,22,13,2.95
90,120,1.8,2.75,0,10,2.29
46,120,2.88,3.02,13,16,2.87
39,120,1.58,3.54,39,1,2.61
50,120,3.18,3.61,21,9,3.52
70,120,3.23,3.4,7,12,3.27
104,120,3.88,3.89,0,5,3.82
30,120,2.18,2.21,22,15,2.13
44,120,3.01,3.19,6,21,2.97
79,120,3.45,3.73,4,11,3.55
75,120,1.93,3.07,16,4,2.51
94,120,2.31,3.02,7,4,2.84
35,120,3.02,3.12,9,22,3.09
113,120,2.89,3.34,3,0,3.2
101,120,1.81,3.27,6,2,2.45
52,120,3.17,3.8,1,22,3.4
68,120,2.77,3.64,11,10,3.29
97,120,3.4,3.95,5,4,3.86
51,120,3.62,3.64,31,2,3.8
68,120,2.79,3.58,6,13,3.26
62,120,1.81,3.17,23,4,2.46
35,120,1.66,3.93,17,17,2.86
75,120,2.26,2.88,10,8,2.66
43,120,3.2,3.87,16,15,3.57
46,120,3.58,3.6,11,17,3.58
55,120,2.83,3.8,22,7,3.38
57,120,3.66,3.8,18,9,3.72
103,120,2.34,3.34,1,5,2.71
55,120,2.82,3.38,19,9,3.13
69,120,2.17,3.72,16,6,2.82
90,120,3.45,3.79,12,2,3.5
89,120,2.98,3.18,0,10,3.15
58,120,2.65,3.74,5,17,3.02
46,120,2.4,2.81,2,23,2.58
42,120,1.76,2.94,19,13,2.54
61,120,2.61,3.87,4,17,3.43
94,120,3.56,3.58,1,8,3.69
103,120,1.95,2.14,5,2,2.12
82,120,3.05,3.25,8,7,3.16
72,120,3.3,3.72,21,2,3.39
75,120,3.77,3.92,12,7,3.72
103,120,2.52,3.41,2,4,2.9
65,120,1.69,2.51,0,18,2.0
98,120,2.5,3.63,2,6,3.0
93,120,1.77,1.82,1,8,1.93
71,120,1.63,2.6,6,12,2.19
91,120,3.35,3.63,1,9,3.46
87,120,3.65,3.82,7,6,3.93
88,120,2.41,3.32,10,4,2.96
108,120,1.74,1.87,3,2,1.65
99,120,3.59,3.85,4,4,3.86
50,120,2.72,3.82,27,5,3.28
88,120,1.57,1.89,16,0,1.84
80,120,2.25,3.96,5,10,3.24
89,120,1.57,3.93,3,8,2.69
109,120,3.3,3.73,1,3,3.4
85,120,1.99,3.36,17,0,2.63
108,120,3.79,3.91,6,0,3.79
35,120,3.28,3.78,35,5,3.71
66,120,3.3,3.73,1,17,3.61
37,120,1.63,3.25,32,6,2.46
39,120,3.83,3.88,25,10,3.72
91,120,2.77,3.4,7,5,3.23
106,120,3.32,3.46,5,1,3.58
86,120,2.26,3.68,15,1,2.8
89,120,2.46,2.66,12,2,2.65
63,120,2.86,3.44,27,1,3.13
49,120,2.23,3.69,5,20,2.97
88,120,3.75,3.93,1,10,3.93
30,120,2.36,2.37,28,11,2.43
98,120,2.75,2.86,8,2,2.69
88,120,2.68,3.36,5,7,2.92
39,120,1.99,2.97,36,3,2.68
81,120,2.38,3.98,19,0,3.16
63,120,3.28,3.97,13,10,3.44
87,120,1.58,3.68,9,5,2.46
103,120,3.59,3.72,8,0,3.7
82,120,3.32,3.91,5,9,3.77
93,120,3.16,3.23,3,7,3.13
78,120,1.75,3.59,7,9,2.58
76,120,1.81,2.31,22,0,1.91
98,120,3.0,3.96,3,5,3.57
69,120,2.06,2.5,1,16,2.24
74,120,2.39,2.94,12,7,2.84
84,120,2.74,3.07,6,8,3.02
94,120,3.66,3.72,13,0,3.57
34,120,2.17,3.05,26,11,2.56
89,120,3.48,3.53,12,2,3.5
36,120,3.21,3.58,42,0,3.29
34,120,1.69,2.88,5,25,2.43
100,120,3.87,3.88,10,0,3.77
115,120,2.72,3.6,1,1,2.99
62,120,3.61,3.77,2,18,3.84
69,120,3.23,3.8,25,0,3.53
113,120,2.24,3.13,3,0,2.69
71,120,3.23,3.48,14,7,3.43
108,120,3.51,3.96,0,4,3.55
